Power,SolRad,OutsideTemp,SimulatedTemp
-31500,126.091956448125,23.5,23
-31500,103.251928582576,23.5,20.7517829637224
-31500,104.754353386144,23,20.5700992718278
-31500,99.9404289353939,23,20.351346434056
-31500,87.4306736666897,23,20.1191582569367
-31500,85.3629667720766,23,19.8985956660089
31500,78.3390958620666,23,19.6892466929763
-31500,60.2244892828715,23,24.1677980224098
-31500,40.0195285196393,23,19.7688434643465
-31500,32.6766722412571,23,19.5819501827272
31500,28.6370396367061,23,19.3894998102355
31500,24.9683726450165,23,23.8749815355321
31500,21.2154333333333,22.5,24.1551936772953
-31500,17.0451666666667,22.5,24.4147480878535
-31500,13.2362,22,19.981960201482
-31500,10.0388333333333,22,19.7418236483647
31500,7.6748,22,19.484538764414
-31500,6.72686666666667,22,23.9129370855514
-31500,7.3483,22,19.4664319538484
31500,6.96389999999999,22,19.24328570749
-31500,5.3502,22,23.6950247184
31500,4.18643333333333,22,19.2672988262736
31500,3.74726666666667,22,23.7305910686342
31500,3.59906666666667,22,23.976076659984
-31500,3.54886666666667,21,24.2218006990747
-31500,3.49983333333333,21,19.7442354200322
-31500,3.47783333333333,20,19.4557151492968
-31500,3.4114,20,19.133801498522
-31500,3.47983333333333,20,18.7978877135872
-31500,3.47903333333333,20,18.4954858940511
31500,3.42963333333333,20,18.2175375507858
31500,3.3774,20,22.6280873424551
-31500,3.38786666666666,20,22.8412723978372
-31500,3.3937,20,18.3970423600111
31500,3.34386666666667,20,18.1723256390093
-31500,3.29573333333333,20,22.6187710111028
-31500,3.29046666666667,20,18.1824056350236
31500,3.2613,20,17.9670106687014
-31500,3.26656666666667,20,22.4219635435772
-31500,3.31176666666666,20,17.9924172038539
31500,3.2902,20,17.7859950260458
31500,3.23413333333333,20,22.247077875713
-31500,3.2278,20,22.495260096483
31500,3.12046666666667,20,18.0758936704975
31500,3.11423333333333,20,22.5399717499078
31500,3.172,20,22.7858856486501
-31500,2.99566666666667,20,23.0333531766687
-31500,3.02263333333333,20,18.6003212773326
31500,3.1769,19.5,18.3697245166907
-31500,3.1801,19.5,22.7819268267297
-31500,3.21406666666667,19,18.2944860261741
-31500,3.17186666666667,19,18.0104794099129
-31500,3.16506666666666,19,17.7198331491228
-31500,3.1757,19,17.4471191382826
31500,3.14806666666666,19,17.1951702405843
-31500,3.14863333333334,19,21.6243924346707
31500,3.10733333333333,19,17.1799866289125
-31500,3.11566666666667,19,21.6330996967316
31500,3.0692,19,17.2012439071535
31500,3.0281,19,21.6615026864779
-31500,3.06136666666666,18.5,21.9077047557227
31500,3.03576666666667,18.5,17.4594119181226
31500,3.04323333333333,18,21.8781262311397
-31500,3.05846666666667,18,22.0671828655072
31500,3.02813333333333,18,17.5756128875482
-31500,3.01183333333333,18,21.9794849017749
31500,2.99623333333333,18,17.4984595357008
31500,2.9718,18,21.9103390484015
-31500,2.94706666666666,18,22.1136078794831
-31500,2.9079,18,17.643867202157
31500,2.91253333333333,18,17.3816506430103
-31500,2.88866666666667,18,21.7908865286867
31500,2.8867,18,17.3184124228548
31500,2.89,18,21.7388219051712
-31500,2.89036666666667,18,21.9501311868125
-31500,2.87956666666666,17.5,17.4876598954221
-31500,2.88133333333333,17.5,17.2094985353253
-31500,2.90256666666667,17,16.9134011062364
31500,2.88586666666667,17,16.6073357368171
31500,2.87356666666666,17,20.9765527875761
31500,2.8279,17,21.161824503362
31500,2.83366666666667,17,21.3698110901871
31500,2.8456,17,21.5853225925124
-31500,2.8238,17,21.7999281204848
31500,2.84793333333333,17,17.3287638202157
31500,2.83743333333333,17,21.7332174379688
-31500,2.7917,17,21.9238727465947
31500,2.78853333333333,17,17.437227722767
31500,2.77416666666667,17,21.8312781641409
31500,2.83046666666667,17,22.0143616423837
31500,2.83336666666667,17,22.202621005057
-31500,2.83063333333333,17,22.3891281875196
31500,2.83473333333333,17,17.8874600639586
-31500,2.80486666666667,17,22.2674323772927
31500,2.76226666666667,17,17.7507787513455
31500,2.7936,17,22.123241892241
31500,2.80166666666667,16.5,22.2899791673618
-31500,2.8265,16.5,22.4410809640995
31500,2.8153,16,17.8996257352881
-31500,2.79183333333333,16,22.2258678651519
-31500,2.7661,16,17.6541800796879
-31500,2.78156666666666,16,17.3070610043924
31500,2.77763333333333,16,16.9673065965727
-31500,2.75933333333333,16,21.3204594279227
-31500,2.7469,16,16.8036029620229
-31500,2.7763,16,16.5069010007301
-31500,2.7455,16,16.213508954003
31500,2.7366,16,15.9292395911574
31500,2.78343333333333,16,20.3342626404682
-31500,2.8879,16,20.5453831363647
31500,3.0892,16,16.0906638129759
31500,3.40746666666667,16,20.521833236605
-31500,4.0098,16,20.7410404650506
-31500,4.8651,16,16.2831080178169
-31500,5.99616666666667,16,16.026122549659
31500,7.43956666666667,16,15.7618625685539
31500,9.31176666666666,16,20.1764786400498
31500,11.3934333333333,16,20.3929610954276
31500,13.3632666666667,16,20.6221584766304
-31500,15.6606,16,20.8514636093629
-31500,32.4589666666667,16,16.3944743900485
31500,43.7881092335541,16,16.1356002194569
31500,53.117876491864,16,20.5587214155854
31500,61.3402019883966,16,20.7821793439225
-31500,69.527100979449,16,21.0169959184174
-31500,78.7592848861042,16,16.5700825846983
31500,89.2625497206787,16,16.3245048330659
31500,100.875022183822,16,20.750853686427
-31500,110.907027044998,16,20.9758447079679
-31500,119.73318687123,16,16.5279510958465
-31500,129.584891765176,16,16.2855485801767
31500,140.720919884348,16,16.0368010750329
-31500,152.88736502136,16,20.470984982823
31500,165.100492926446,16,16.0285865961361
31500,177.855444861207,16,20.4836086931805
-31500,191.01838960096,16,20.7333167122491
31500,203.696441422398,16,16.3104964521703
-31500,216.96346300214,16,20.7709839125476
-31500,229.995360887909,16,16.3387408942668
31500,243.915953329005,16,16.1143222465225
-31500,257.058893679548,16,20.5658379591053
-31500,269.927254201583,16,16.1372037499794
-31500,282.92323301683,16,15.9220745289153
31500,296.316820329102,16,15.7061667355637
-31500,309.928648822739,16,20.1751736814778
31500,323.646553326049,16,15.7660300356857
-31500,338.029148351374,16,20.2532233869373
-31500,352.140093535448,16,15.8514849103898
31500,366.649957836612,16,15.6622700038076
-31500,380.754446953231,16,20.1493205626928
31500,394.601630479424,16,15.7535452481374
-31500,409.099812908667,16,20.2525026685564
31500,422.474194103667,16,15.860256594539
-31500,436.535519979239,16,20.3598376921524
-31500,450.452188525656,16,15.9664644502595
31500,463.688451467137,16,15.7827979235623
31500,477.728611006458,16,20.2736415122772
31500,491.70256453436,17,20.5623795221295
-31500,505.07352311567,17,20.9065968352676
31500,517.782207996337,18,16.589879345041
31500,530.28675083849,18,21.1735185939499
31500,543.392853258907,18,21.5520285793729
-31500,556.806021920463,18,21.9062107187966
31500,569.870250243834,18,17.5525325412385
31500,583.481776963272,18,22.0677333285824
-31500,597.433323303131,18,22.359927047845
-31500,610.031871491547,18,17.9679977293463
31500,622.833204291983,18,17.7725337854281
31500,634.232913056348,18,22.2505944242236
31500,645.512211134901,18.5,22.5200235887346
31500,656.223806280744,18.5,22.8217210678663
-31500,668.151072631303,19,23.1318182122873
31500,681.094687656876,19,18.7685598052194
31500,692.776036666865,19,23.2876825996262
31500,703.61825179281,19,23.5790082946105
31500,715.931601104668,19,23.8650941651938
31500,726.354679274575,19,24.1427283712994
31500,736.06761720699,19,24.4109276102361
-31500,746.424454607923,19,24.6694456190458
31500,755.983298993411,19,20.2324162408032
-31500,765.021255664357,19,24.674450483088
-31500,775.420410023119,19,20.2198631996672
31500,784.512627112372,19,19.9736167421835
31500,794.4314257682,19,24.4060799754235
-31500,801.304331444653,19,24.6421489604778
-31500,811.584369837478,19,20.2084862617902
31500,819.306555292262,19,19.9787278684978
31500,828.395704822963,19,24.425442035225
-31500,837.456609672459,19,24.6750871466851
31500,843.651344056058,19,20.2539842220331
-31500,848.31099564682,19,24.7173576276429
31500,857.66456283692,19,20.2894960995734
-31500,865.8156143054,19,24.7524343263374
-31500,871.93878246602,20.5,20.3236079620485
-31500,877.539181900134,20.5,20.1738579161186
31500,879.020085521144,22,20.0566515427064
31500,884.614068742807,22,24.6627688835243
-31500,890.708366601128,22,25.0873066747518
-31500,892.551500935884,22,20.8028955775575
-31500,899.790733488159,22,20.6958708666048
-31500,903.990923303847,22,20.5654724350292
-31500,908.111506254127,22,20.4213437867651
31500,914.131129602198,22,20.2737460311682
31500,917.520380207596,22,24.8144757742104
31500,920.277085127084,22,25.15951772449
-31500,923.492086892444,22.5,25.510212824386
31500,923.724490209817,22.5,21.1976896837275
-31500,923.531103911245,23,25.7732303714278
31500,924.70427454122,23,21.4627144334218
-31500,925.640795997892,23,26.0403106514906
31500,925.491580445329,23,21.7043859504599
-31500,927.258387968652,23,26.2523023668454
31500,929.129234522083,23,21.8988183307865
31500,926.310883765684,23,26.4315921797116
31500,924.294615494548,23,26.7488682692818
31500,922.695074764836,23,27.0655873241046
31500,919.449554896995,23,27.3770239399339
-31500,917.55686004289,23.5,27.6795770237398
-31500,912.062968945064,23.5,23.3141225521137
31500,909.835680679153,24,23.1526110539299
-31500,905.488066475359,24,27.6723934787095
31500,902.592540228065,24,23.3145461442418
-31500,897.739519352874,24,27.8342109962128
-31500,895.77983297458,24,23.4578432641982
-31500,889.140490519232,24,23.2873790860307
-31500,883.145603581475,24,23.1091674203583
31500,879.481136762355,24,22.9306059176614
-31500,874.652035809059,24,27.4403891237947
-31500,869.1896513476,24,23.0720981010018
31500,862.958827698842,24,22.9190499958108
31500,856.022030092559,24,27.447398670689
31500,847.325997026477,24,27.7704597548193
31500,842.61802788175,24,28.0999132549322
31500,837.19591115588,24,28.4267845066528
31500,827.539084520906,24,28.7469116487917
31500,821.475994523391,24,29.0571385650039
31500,813.746599590854,24,29.3539507978152
-31500,805.974148793115,24,29.6386375239417
-31500,797.164640484288,24,25.2290581899377
-31500,789.000392631294,24,25.0120048694908
-31500,780.278054655748,24,24.7841652185778
31500,771.010903131176,24.5,24.5567029246653
-31500,759.848547087775,24.5,29.0425902728922
31500,749.527954669928,25,24.6594601657161
31500,738.059148971073,25,29.1901243145406
31500,727.071459584088,25,29.5205299309667
31500,716.22637603056,25,29.8442238247698
-31500,703.704185840265,25,30.1563959941701
-31500,692.095541115974,25,25.7726899093851
-31500,681.347074073853,25,25.5776891971475
31500,668.990206462548,25,25.3670286612506
31500,654.71383206478,25,29.83736229257
-31500,641.655975114671,25,30.1072416521962
31500,630.225195250025,25,25.7043532576269
-31500,618.856377411762,25,30.1847274508774
-31500,604.801232516437,25,25.7717803771505
-31500,591.017038879726,25,25.564117108146
-31500,577.36917239544,25,25.3497003830341
-31500,565.518993185278,25,25.1372717783986
-31500,552.152117926427,25,24.9311882922234
-31500,538.158274048806,25,24.7332667530566
31500,524.88130222176,25,24.5439990971687
-31500,512.48541860204,25,29.0421759717422
-31500,496.391310616519,25,24.6642379986527
-31500,482.178097257711,25,24.5004440925917
31500,468.285226191712,25,24.3318694914069
31500,453.670030099856,25,28.8429166881348
31500,440.329954068099,25,29.1526848927918
-31500,426.021581422432,25,29.4704411743571
-31500,412.120679034986,25,25.1022597946414
-31500,398.85269475688,25,24.9269732870295
31500,385.785710477714,25,24.7364345279511
-31500,371.003519668252,25,29.2217006975707
-31500,357.528131921508,25,24.8241085283149
31500,173.859623972278,25,24.6376285810865
-31500,44.1950328791857,25,29.1086735910867
31500,38.6415924179081,25,24.6679447694484
31500,38.251743067067,24.5,29.1062541305173
31500,58.6046922212174,24.5,29.3100236549329
-31500,246.095163045044,24,29.5090579688222
-31500,257.934957483101,24,25.0301280725854
-31500,244.17079099827,24,24.7652693446083
-31500,230.8868649366,24,24.508339653109
-31500,218.680945532464,24,24.2606368745943
-31500,205.958863978219,24,24.0233255466283
31500,193.098898086627,24,23.7964111322093
31500,179.631386128353,24,28.2586892770126
-31500,166.85573533973,24,28.5238872373635
-31500,154.427069679812,24,24.1189097017553
31500,142.149694687661,24,23.9176888263942
-31500,129.89100012703,24,28.3854553399534
-31500,118.589802211527,24,23.9667040442313
31500,107.387526737932,23.5,23.7575877415785
-31500,96.4455651962023,23.5,28.1981644030551
-31500,85.36190833995,23,23.7406327833994
31500,75.4647026207312,23,23.4804319382009
31500,34.9712472944867,23,27.8901530127894
-31500,20.2316803128221,23,28.1020281549888
31500,18.3500539415079,23,23.6397921182245
31500,16.7095998665047,23,28.0617489539678
31500,14.9837,23,28.2733279087948
-31500,13.3217666666667,22.5,28.4898256327117
-31500,11.4625666666667,22.5,23.9990122728475
31500,9.79513333333334,22,23.6937034210989
-31500,8.24013333333333,22,28.0450315749463
-31500,6.86443333333334,22,23.5080281655177
-31500,5.79043333333333,22,23.1967729101772
-31500,4.95606666666666,22,22.8916473788206
-31500,4.36776666666667,22,22.5977795329709
31500,3.951,22,22.3167938568639
-31500,3.76126666666667,22,26.7274918535777
31500,3.6066,22,22.2661381469946
-31500,3.55193333333333,22,26.7026400329961
31500,3.51113333333333,21.5,22.2539389803453
31500,3.4957,21.5,26.6730954989428
-31500,3.4912,21,26.8724774355767
31500,3.46656666666667,21,22.3808321733495
31500,3.49070234113712,21,26.7649018657091
-31500,3.4676254180602,21,26.9509094905
31500,3.4538,21,22.4663244737835
-31500,3.4682,21,26.8669480849782
31500,3.47126666666667,21,22.3764810029985
31500,3.45196666666667,21,26.7753081482146
-31500,3.45206666666667,21,26.9667199914973
-31500,3.42003333333333,21,22.4814563461789
31500,3.42763333333333,21,22.1988859361951
-31500,3.4102,21,26.5891738535141
31500,3.41653333333333,21,22.097279583697
31500,3.37766666666667,20.5,26.4993051849771
-31500,3.36253333333333,20.5,26.6728609193652
-31500,3.32336666666667,20,22.1605312319379
-31500,3.34736666666667,20,21.8361105533646
-31500,3.32023333333333,20,21.499385016505
31500,3.30953333333333,20,21.1792745188833
31500,3.2921,20,25.5561810714062
31500,3.295,20,25.74490832406
31500,3.28103333333333,20,25.9511480739072
31500,3.2895,19.5,26.1605023037802
-31500,3.31773333333334,19.5,26.3428298825216
31500,3.27046666666667,19,21.8199253715949
31500,3.1999,19,26.1645561235709
-31500,3.12003333333333,19,26.2914923571402
31500,3.1199,19,21.7508574953008
31500,3.12093333333334,19,26.1001117930114
31500,3.17763333333333,19,26.2452601763244
31500,3.2078,19,26.4002392900509
-31500,3.2004,19,26.5559107308724
